28,1,1,1,1
41,1,1,1,2
31,1,2,1,3
42,1,1,1,4
36,1,1,1,3
36,1,3,1,3
30,1,1,1,4
43,1,4,1,4
35,1,5,1,4
33,1,6,1,1
47,1,7,1,4
36,0,7,1,4
34,1,1,1,3
36,1,1,1,3
43,0,1,1,4
41,0,9,1,3
38,1,10,1,3
35,1,7,1,4
43,1,1,1,4
28,1,11,1,4
7,1,12,1,4
34,1,13,1,1
35,1,1,1,4
43,1,14,1,3
35,1,7,1,4
63,1,15,1,3
35,1,7,1,2
42,0,16,1,4
49,1,1,1,4
35,1,17,1,4
58,0,18,1,31
31,0,11,1,3
32,1,20,1,4
81,1,1,1,4
67,1,20,1,4
79,1,16,1,4
45,1,22,1,1
38,0,23,1,4
29,1,7,1,3
35,1,7,1,40
30,1,24,1,3
42,1,25,1,2
39,1,26,1,3
26,0,27,1,3
34,1,28,1,3
42,1,29,1,4
36,1,11,1,3
36,1,6,1,4
49,1,1,1,3
31,1,31,1,3
25,1,7,1,4
35,1,32,1,4
41,0,6,1,4
31,1,1,1,31
33,0,33,1,1
42,1,16,1,2
23,1,34,1,40
48,1,20,1,2
34,1,6,1,4
37,1,6,1,4
36,1,36,1,4
1,1,6,1,1
40,1,37,1,4
28,1,38,1,2
35,0,39,1,1
34,0,40,1,4
36,1,41,1,3
74,1,26,1,2
32,1,23,1,4
38,1,1,1,4
37,1,44,1,1
74,0,45,1,2
28,1,46,1,3
27,1,47,1,40
21,1,48,1,4
42,1,49,1,1
5,0,6,1,40
7,1,50,1,4
40,1,26,1,2
31,1,52,1,4
38,1,1,1,4
51,1,1,1,4
50,1,53,1,83
53,1,6,1,4
37,1,1,1,4
37,1,1,1,4
34,1,54,1,40
48,1,55,1,4
35,1,56,1,3
32,1,1,1,4
31,1,7,1,4
14,1,57,1,4
35,1,1,1,4
34,1,58,1,3
32,1,20,1,4
35,1,60,1,2
20,1,61,1,3
38,1,62,1,40
118,1,1,2,4
115,1,24,2,2
48,1,6,2,4
39,0,64,2,4
35,1,65,2,4
102,1,23,2,40
53,1,67,2,4
31,1,68,2,3
45,1,69,2,4
38,0,24,2,4
36,1,71,2,4
35,1,72,2,40
68,1,24,2,4
34,1,26,2,4
55,1,65,2,4
32,1,33,2,4
33,0,48,2,4
31,0,78,2,4
36,1,79,2,4
15,1,34,2,3
30,1,53,2,4
40,1,23,2,4
73,1,83,2,121
36,0,84,2,4
49,1,1,2,4
38,1,85,2,4
32,1,86,2,1
33,1,87,2,3
26,1,88,2,40
36,1,6,2,4
35,1,89,2,1
27,1,7,2,40
33,1,90,2,3
30,1,7,2,4
6,1,91,2,3
35,1,7,2,3
24,1,92,2,4
28,1,54,2,121
1,1,6,2,4
66,1,94,2,4
66,1,95,2,4
38,1,24,2,3
42,1,97,2,3
6,1,6,2,3
43,1,1,2,4
30,1,98,2,40
42,1,1,2,4
0,1,6,2,4
35,1,6,2,3
34,1,99,2,1
36,1,100,2,2
1,0,6,2,83
39,0,7,2,4
28,1,57,2,40
12,1,1,2,1
39,0,1,2,4
40,0,103,2,4
40,1,104,2,3
39,1,105,2,4
10,1,1,2,3
24,0,6,2,4
0,1,106,2,4
30,1,107,2,3
47,0,1,2,31
40,1,23,2,4
48,1,11,2,4
3,1,110,2,40
43,1,7,2,4
30,0,20,2,3
62,1,6,2,4
41,1,112,2,83
46,1,113,2,4
43,1,24,2,3
3,1,115,2,4
35,1,23,2,4
35,1,23,2,4
51,1,57,2,40
21,1,6,2,4
3,1,1,2,83
56,1,7,2,4
36,1,1,2,4
6,1,119,2,4
28,1,119,2,1
5,1,1,2,4
34,1,1,2,4
1,0,121,2,3
34,1,122,2,2
33,1,7,2,1
32,1,24,2,4
35,1,124,2,4
2,1,125,2,1
105,0,126,3,4
25,0,23,3,4
120,0,33,3,4
66,1,1,3,4
88,0,26,3,1
130,0,20,3,40
96,1,23,3,3
30,0,16,3,4
98,1,16,3,4
60,1,1,3,4
114,1,16,3,1
34,0,7,3,40
38,1,132,3,4
27,0,7,3,3
33,0,24,3,4
25,0,7,3,4
72,0,1,3,40
28,0,134,3,4
25,0,135,3,4
34,1,1,3,4
28,1,1,3,4
31,0,136,3,3
32,0,71,3,4
27,0,7,3,3
32,0,1,3,3
29,0,11,3,4
32,0,20,3,1
39,0,26,3,4
32,0,56,3,4
42,1,141,3,4
31,1,142,3,1
28,1,143,3,1
29,0,144,3,40
28,0,37,3,4
28,0,98,3,3
34,0,94,3,4
32,0,147,3,4
28,0,7,3,3
28,0,38,3,3
49,1,149,3,40
31,0,20,3,4
36,0,1,3,4
28,1,151,3,4
16,0,152,3,4
28,1,24,3,3
30,1,1,3,4
28,0,94,3,3
25,0,23,3,3
25,0,23,3,3
29,0,26,3,4
29,0,44,3,4
31,0,158,3,3
30,0,159,3,4
31,0,1,3,4
34,0,23,3,4
33,0,161,3,1
29,0,162,3,40
29,1,163,3,4
29,0,164,3,1
29,0,20,3,1
29,0,11,3,4
32,0,167,3,83
35,0,168,3,3
48,1,169,3,4
34,1,24,3,3
26,0,1,3,4
29,0,24,3,4
25,0,172,3,3
29,0,98,3,4
33,0,44,3,1
34,0,135,3,4
28,1,151,3,4
28,0,24,3,83
30,0,20,3,1
35,1,1,3,1
28,0,1,3,3
30,1,71,3,4
36,0,7,3,4
28,1,1,3,3
28,0,177,3,40
24,0,56,3,3
34,0,1,3,40
35,0,71,3,3
29,0,1,3,3
21,0,33,3,1
28,0,24,3,275
27,0,143,3,3
31,0,23,3,4
29,0,16,3,3
35,0,71,3,40
28,0,183,3,4
34,0,27,3,1
26,0,11,3,3
27,0,16,3,4
22,0,16,3,4
27,0,1,3,4
28,0,20,3,3
36,0,16,3,4
6,0,7,3,3
28,0,152,3,3
28,1,7,3,1
43,0,98,3,31
35,0,189,3,4
31,0,1,3,3
32,0,71,3,3
32,1,71,3,40
40,0,1,3,4
22,1,190,3,4
29,0,183,3,4
36,0,94,3,4
26,0,192,3,300
27,0,7,3,1
29,0,7,3,3
43,0,27,3,3
35,0,194,3,3
49,0,195,3,4
138,1,196,3,40
36,0,16,3,4
29,0,197,3,1
23,1,198,3,4
40,0,24,3,4
32,0,56,3,4
25,0,201,3,83
63,1,202,3,4
27,0,203,3,3
5,0,1,3,1
33,0,7,3,4
33,0,204,3,3
46,0,1,3,4
25,0,20,3,83
25,0,6,3,3
32,0,56,3,1
29,0,1,3,4
28,0,207,3,4
32,0,71,3,3
33,0,1,3,1
31,0,143,3,275
23,0,1,3,4
28,0,71,3,3
27,0,37,3,1
95,0,7,3,4
26,0,1,3,3
23,0,7,3,4
31,0,26,3,1
40,0,23,3,4
30,0,11,3,4
34,1,7,3,40
27,0,7,3,4
30,0,213,3,40
29,0,1,3,4
29,0,71,3,4
32,0,1,3,4
33,0,7,3,1
49,1,1,3,4
23,0,214,3,40
32,1,6,3,1
40,0,1,3,300
35,0,71,3,3
31,0,126,3,1
26,1,27,3,1
24,0,7,3,4
26,0,20,3,40
27,0,1,3,3
38,0,98,3,4
30,0,218,3,3
44,1,219,3,1
28,0,23,3,83
33,1,221,3,83
28,0,1,3,3
25,0,71,3,83
29,0,44,3,4
34,0,37,3,4
30,0,71,3,1
34,0,223,3,3
33,0,107,3,3
29,0,1,3,1
32,0,1,3,3
29,0,23,3,4
29,0,226,3,3
38,0,23,3,3
7,1,228,3,4
35,0,23,3,3
29,0,7,3,3
29,0,7,3,3
5,0,1,3,1
36,0,23,3,4
25,0,71,3,4
31,0,7,3,4
29,0,20,3,4
32,0,24,3,4
37,0,7,3,4
31,0,233,3,3
43,0,1,3,3
32,0,1,3,1
